step,probe_index,log_prob,perplexity,hit_accuracy_at_1,hit_accuracy_at_10,hit_accuracy_at_100
0,0,-3.2495276927948,2.9540462493896484,0.6666666865348816,1.0,1.0
0,1,-15.364940643310547,167.61117553710938,0.0,0.6666666865348816,0.6666666865348816
0,2,-7.329977512359619,6.249455451965332,0.5,1.0,1.0
0,3,-5.5443925857543945,3.030956983566284,0.6000000238418579,1.0,1.0
0,4,-5.988519668579102,4.468844413757324,0.75,0.75,1.0
0,5,-11.553625106811523,322.7288818359375,0.0,0.5,0.5
0,6,-13.330297470092773,784.5802001953125,0.5,0.5,0.5
0,7,-7.559803009033203,1.7887612581253052,0.7692307829856873,1.0,1.0
0,8,-3.481905460357666,5.702774524688721,0.5,1.0,1.0
0,9,-16.867563247680664,276.58575439453125,0.3333333432674408,0.3333333432674408,0.6666666865348816
0,10,-11.533857345581055,319.55474853515625,0.0,0.5,0.5
0,11,-11.813121795654297,367.4403381347656,0.0,0.0,1.0
0,12,-17.771530151367188,34.96354675292969,0.20000000298023224,0.800000011920929,0.800000011920929
1,0,-3.2495276927948,2.9540462493896484,0.6666666865348816,1.0,1.0
1,1,-15.364940643310547,167.61117553710938,0.0,0.6666666865348816,0.6666666865348816
1,2,-7.329977512359619,6.249455451965332,0.5,1.0,1.0
1,3,-5.5443925857543945,3.030956983566284,0.6000000238418579,1.0,1.0
1,4,-5.988519668579102,4.468844413757324,0.75,0.75,1.0
1,5,-11.553625106811523,322.7288818359375,0.0,0.5,0.5
1,6,-13.330297470092773,784.5802001953125,0.5,0.5,0.5
1,7,-7.559803009033203,1.7887612581253052,0.7692307829856873,1.0,1.0
1,8,-3.481905460357666,5.702774524688721,0.5,1.0,1.0
1,9,-16.867563247680664,276.58575439453125,0.3333333432674408,0.3333333432674408,0.6666666865348816
1,10,-11.533857345581055,319.55474853515625,0.0,0.5,0.5
1,11,-11.813121795654297,367.4403381347656,0.0,0.0,1.0
1,12,-17.771530151367188,34.96354675292969,0.20000000298023224,0.800000011920929,0.800000011920929
2,0,-3.2720022201538086,2.976259708404541,0.6666666865348816,1.0,1.0
2,1,-15.420583724975586,170.74896240234375,0.0,0.6666666865348816,0.6666666865348816
2,2,-7.3448662757873535,6.27276086807251,0.5,1.0,1.0
2,3,-5.55291223526001,3.036126136779785,0.6000000238418579,1.0,1.0
2,4,-5.952152729034424,4.428399085998535,0.75,0.75,1.0
2,5,-11.552082061767578,322.47998046875,0.0,0.5,0.5
2,6,-13.331039428710938,784.8712768554688,0.5,0.5,0.5
2,7,-7.510717391967773,1.782019853591919,0.7692307829856873,1.0,1.0
2,8,-3.487386703491211,5.7184247970581055,0.5,1.0,1.0
2,9,-16.874507904052734,277.226806640625,0.3333333432674408,0.3333333432674408,0.6666666865348816
2,10,-11.596535682678223,329.7279357910156,0.0,0.5,0.5
2,11,-11.86850357055664,377.75726318359375,0.0,0.0,1.0
2,12,-17.782493591308594,35.04029846191406,0.20000000298023224,0.800000011920929,0.800000011920929
3,0,-3.232044219970703,2.9368808269500732,0.6666666865348816,1.0,1.0
3,1,-15.408082962036133,170.03900146484375,0.0,0.6666666865348816,0.6666666865348816
3,2,-7.39363956451416,6.349714756011963,0.5,1.0,1.0
3,3,-5.5366530418396,3.0262691974639893,0.6000000238418579,1.0,1.0
3,4,-5.986448764801025,4.466531276702881,0.75,0.75,1.0
3,5,-11.5875883102417,328.2561340332031,0.0,0.5,0.5
3,6,-13.285876274108887,767.3462524414062,0.5,0.5,0.5
3,7,-7.418270587921143,1.7693923711776733,0.7692307829856873,1.0,1.0
3,8,-3.4672389030456543,5.661107063293457,0.5,1.0,1.0
3,9,-16.812381744384766,271.5448913574219,0.3333333432674408,0.3333333432674408,0.6666666865348816
3,10,-11.528787612915039,318.7457580566406,0.0,0.5,0.5
3,11,-11.83344841003418,371.1937561035156,0.0,0.0,1.0
3,12,-17.686565399169922,34.37443161010742,0.20000000298023224,0.800000011920929,0.800000011920929
4,0,-3.2257728576660156,2.9307479858398438,0.6666666865348816,1.0,1.0
4,1,-15.318033218383789,165.01080322265625,0.0,0.6666666865348816,0.6666666865348816
4,2,-7.374924659729004,6.320075511932373,0.5,1.0,1.0
4,3,-5.570322036743164,3.0467164516448975,0.6000000238418579,1.0,1.0
4,4,-5.96997594833374,4.448175430297852,0.75,0.75,1.0
4,5,-11.55447769165039,322.8664855957031,0.0,0.5,0.5
4,6,-13.297300338745117,771.741943359375,0.5,0.5,0.5
4,7,-7.3400115966796875,1.7587727308273315,0.7692307829856873,1.0,1.0
4,8,-3.420236349105835,5.5296149253845215,0.5,1.0,1.0
4,9,-16.867855072021484,276.6126708984375,0.3333333432674408,0.3333333432674408,0.6666666865348816
4,10,-11.540122985839844,320.55743408203125,0.0,0.5,0.5
4,11,-11.817031860351562,368.1593933105469,0.0,0.0,1.0
4,12,-17.624855041503906,33.952789306640625,0.20000000298023224,0.800000011920929,0.800000011920929
5,0,-3.2266690731048584,2.931623697280884,0.6666666865348816,1.0,1.0
5,1,-15.238899230957031,160.71510314941406,0.0,0.6666666865348816,0.6666666865348816
