step,loss,chunked_perplexity
1,2.0401,7.691378298253213
2,2.007,7.440960946645546
3,2.0482,7.753931460768208
4,2.1931,8.962955253452556
5,2.0655,7.8892415324302645
6,2.0348,7.650721828088386
7,2.1888,8.924497289741984
8,1.9985,7.377980823315579
9,2.1155,8.293731595373226
10,2.0378,7.67370845627496
11,2.1723,8.778451277466383
12,2.0395,7.686764855445507
13,1.9496,7.025876667777099
14,1.9879,7.300187260875061
15,1.9551,7.064625450924353
16,1.9369,6.937212244902113
17,1.8257,6.207138495657674
18,1.9234,6.844189197946122
19,2.0982,8.151484027986339
20,1.8769,6.5332204541951775
21,2.0297,7.611802475471967
22,1.8547,6.389781028743374
23,1.8312,6.241371812709239
24,1.9964,7.362503320652395
25,1.8961,6.659870234145915
26,1.85,6.359819522601832
27,1.9091,6.747013752793256
28,1.9244,6.851036810379651
29,1.6556,5.23622071227418
30,1.7691,5.865571970339819
31,1.8049,6.0793634817743305
32,1.6969,5.457004429972053
33,1.7613,5.8199984766539234
34,1.7382,5.6870974286722
35,1.876,6.527343200947077
36,1.6404,5.15723199250813
37,1.8896,6.616721463049554
38,1.7406,5.700762854452545
39,1.7598,5.811275023164707
40,1.7678,5.857951681039614
41,1.6377,5.143326247332085
42,1.8399,6.295908638682197
43,1.511,4.531259789228607
44,1.9805,7.246365262147375
45,1.8653,6.45787295730319
46,1.6146,5.025877170476771
47,1.4689,4.344453612730293
48,1.573,4.821089789919524
49,1.7866,5.969122907831086
50,1.9222,6.8359810967542725
51,1.8561,6.398732987092306
52,1.4363,4.20510809753765
53,1.6589,5.253528783234699
54,1.7093,5.525092558869212
55,1.5786,4.84816362873884
56,1.6801,5.366092553547761
57,1.5911,4.909146020003997
58,1.637,5.139727178779908
59,1.8225,6.187307399148517
60,1.803,6.0678236574636175
61,1.7047,5.499735499048934
62,1.7936,6.011053353530004
63,1.6351,5.129970968475009
64,1.5909,4.908164288976372
65,1.6336,5.122281780355109
66,1.8156,6.144761928766231
67,1.4505,4.265246605404542
68,1.5938,4.922418624210581
69,1.5977,4.941653540551616
70,1.6126,5.015835461192338
71,1.4483,4.255873377204208
72,1.9052,6.720751643557587
73,1.5977,4.941653540551616
74,1.5916,4.911601206759538
75,1.6299,5.103364356583395
76,1.5393,4.661326200356438
77,1.5814,4.861757509450971
78,1.8096,6.108003742028341
79,1.6687,5.305266465882114
80,1.3335,3.7943002253583837
81,1.5558,4.738876110011381
82,1.6117,5.011323240081339
83,1.6459,5.185674914803406
84,1.7909,5.994845400058989
85,1.4852,4.415848494166329
86,1.856,6.398093145786196
87,1.466,4.331872948034132
88,1.8169,6.1527553138481945
89,1.4955,4.461566778634233
90,1.5444,4.685159687711951
91,1.756,5.789234082386751
92,1.7152,5.557786958604812
93,1.5703,4.808090404554111
94,1.6125,5.01533390272456
95,1.5963,4.934740066156123
96,1.4997,4.480344765272806
97,1.6108,5.00681507814244
98,1.5506,4.714297912934567
99,1.6849,5.3919117142176285
100,1.7708,5.875551923245862
101,1.7332,5.658732911913455
102,1.5211,4.5772574100676096
103,1.8898,6.618044939685417
104,1.6092,4.9988105793240925
105,1.7298,5.639525890452193
106,1.7155,5.559454544817818
107,1.7225,5.598507251640331
108,1.5576,4.747413768596961
109,1.5115,4.533525985625109
110,1.7085,5.520674252380355
111,1.5649,4.7821966923142565
112,1.6297,5.102343785772561
113,1.8114,6.119008049669706
114,1.6957,5.45045995212813
115,1.5867,4.88759322842927
116,1.5344,4.638541569907521
117,1.5189,4.567198512609752
118,1.8661,6.463041322739562
119,1.7397,5.6956344760000075
