step,corpus_perplexity,corpus_loss
1,6.774436950683594,1.913156306241428
2,6.733395099639893,1.9070794188103624
3,6.608992099761963,1.8884312377944177
4,6.411497116088867,1.8580927513580954
5,6.131990909576416,1.8135195174763874
6,5.683926582336426,1.7376423394811746
7,5.292899131774902,1.6663661400998495
8,4.95156192779541,1.5997030809850983
9,4.64247989654541,1.5352486132669845
10,4.367525577545166,1.4741967134054195
11,4.123652458190918,1.4167393430573505
12,3.8732926845550537,1.3541049944638217
13,3.6638293266296387,1.298508855066576
14,3.463975667953491,1.242416933639932
15,3.262519598007202,1.1824997889073514
16,3.083989381790161,1.1262240159165793
17,2.9215164184570312,1.0721028108870128
18,2.7731616497039795,1.0199880845474274
19,2.6297149658203125,0.9668754847565902
20,2.5006566047668457,0.9165533065034375
21,2.3822414875030518,0.8680418195233819
22,2.275813579559326,0.8223375381624007
23,2.1815543174743652,0.7800375829044297
24,2.093780517578125,0.7389713130685506
25,2.0128426551818848,0.6995479233892253
26,1.9417980909347534,0.663614364744303
27,1.8786464929580688,0.6305515708134237
28,1.8231087923049927,0.6005431920495811
29,1.7745999097824097,0.5735749597697215
30,1.7319906949996948,0.5492714219474496
31,1.6958670616149902,0.5281941297458927
32,1.6671212911605835,0.5110983649577472
33,1.6449933052062988,0.49773631727641954
34,1.6272773742675781,0.4869082793248663
35,1.6116878986358643,0.47728203021977816
36,1.5991277694702148,0.4694583218318323
37,1.5885084867477417,0.4627955334863075
38,1.5808217525482178,0.45794479936381893
39,1.575327754020691,0.45446333891161567
40,1.5716699361801147,0.4521387032150852
41,1.5679365396499634,0.4497604680041788
42,1.5662970542907715,0.44871428175340533
43,1.5652682781219482,0.44805720813922295
44,1.5644361972808838,0.4475255019412227
45,1.5641157627105713,0.44732063329053107
46,1.563793420791626,0.44711456074075806
47,1.5635682344436646,0.4469705650464565
48,1.5634268522262573,0.4468800958734808
49,1.5636826753616333,0.4470437367956118
50,1.563538670539856,0.4469515878244082
