step,loss,chunked_perplexity
1,2.4959423542022705,12.133161869040798
2,2.634669780731201,13.938708872855589
3,2.4177045822143555,11.220074973634706
4,2.4379968643188477,11.450081688239353
5,2.472412347793579,11.851001132804761
6,2.016418933868408,7.511377971776721
7,2.050159454345703,7.76913983065253
8,2.0639891624450684,7.877331169620433
9,2.388310670852661,10.895073023503688
10,2.3707947731018066,10.705897663233499
11,2.3487563133239746,10.472537067321442
12,2.373217821121216,10.731870020789838
13,2.1754848957061768,8.806454298927415
14,1.7475162744522095,5.740327557398814
15,1.8541324138641357,6.386155306672378
16,1.90738046169281,6.735421973296863
17,2.2871224880218506,9.84656327314014
18,2.230030059814453,9.30014563593406
19,2.216334342956543,9.173641732769847
20,2.1741247177124023,8.794484096235465
21,1.9799280166625977,7.242221647113045
22,1.6434564590454102,5.173018974723118
23,1.6796770095825195,5.363823227803655
24,2.036839246749878,7.666339456397225
25,2.1836626529693604,8.878766617834565
26,2.066099166870117,7.893969920992277
27,2.139554500579834,8.495651977666041
28,2.1903200149536133,8.938072974083651
29,1.9115177392959595,6.763346008686396
30,1.5967512130737305,4.93696718780485
31,1.6007394790649414,4.956696442746397
32,2.034999132156372,7.6522454845232755
33,2.2044014930725098,9.064824583664787
34,2.1469414234161377,8.558641064606613
35,2.155113935470581,8.628873257699121
36,2.0608835220336914,7.852904960749511
37,1.7625975608825684,5.827555180595309
38,1.5652035474777222,4.783648536398837
39,1.5566908121109009,4.743099439059286
40,2.0703952312469482,7.9279558746131
41,2.0913166999816895,8.09556758343489
42,2.0992255210876465,8.159847834649693
43,1.8924963474273682,6.635913567320983
44,2.164184808731079,8.7075007442567
45,1.5631484985351562,4.773827998831371
46,1.5756300687789917,4.8337862766546476
47,1.5571507215499878,4.745281336961098
48,2.0513947010040283,7.778742564317725
49,2.1551144123077393,8.628877372267503
50,2.189248561859131,8.92850137681131
51,2.1827914714813232,8.871034969044153
52,2.112760543823242,8.271042373380075
53,1.5165719985961914,4.556578434635513
54,1.589949607849121,4.903501824096863
55,1.6825746297836304,5.379388089982788
56,2.0644192695617676,7.8807199945437
57,2.105772018432617,8.213441490794947
58,2.081174850463867,8.013878494655932
59,2.040257453918457,7.692589431250925
60,1.891097068786621,6.626634568670704
61,1.4822807312011719,4.402976243358616
62,1.5309104919433594,4.622383549894672
63,1.8917737007141113,6.63111987847246
64,2.119767904281616,8.32920409072279
65,2.0689778327941895,7.916726762166146
66,2.1339006423950195,8.447754297135148
67,2.140192985534668,8.501078055685541
68,1.8071918487548828,6.0933124417481315
69,1.4956035614013672,4.462028848668019
70,1.4960122108459473,4.463852626896327
71,1.9081400632858276,6.740540154200512
72,2.111314296722412,8.259089048141213
73,2.066758394241333,7.899175557692327
74,2.202639579772949,9.04886721055469
75,2.0971877574920654,8.143236924089218
76,1.7576372623443604,5.798720340980428
77,1.495719313621521,4.462545368307214
78,1.4905223846435547,4.439413995080203
79,1.9145450592041016,6.783851843904983
80,2.2068238258361816,9.086809221555136
81,2.143789768218994,8.531709640588423
82,2.060436725616455,7.849397094657507
83,1.9786105155944824,7.232686295154936
84,1.541926383972168,4.673584723525991
85,1.5446293354034424,4.6862342839158915
86,1.485208511352539,4.415886079169571
87,2.043661117553711,7.718817027796922
88,2.139286518096924,8.493375596783848
89,2.128824472427368,8.404980715310987
90,2.046354055404663,7.739631335575649
91,1.95203697681427,7.043019446109016
92,1.4844294786453247,4.412447299117546
93,1.594437837600708,4.925559329418985
94,1.6605618000030518,5.262266355420661
95,2.029118537902832,7.607377787360229
96,2.147023916244507,8.559347120236891
97,2.0845792293548584,8.041207265789321
98,2.0195608139038086,7.535014933068808
99,1.4914140701293945,4.443374321525651
100,1.4957174062728882,4.4625368566855235
