step,loss,chunked_perplexity
1,1.6967,5.455913138218872
2,1.8566,6.401933153560799
3,1.8095,6.107392972193139
4,1.9356,6.928199728388736
5,1.869,6.481811345954512
6,1.888,6.606143173596939
7,1.9077,6.737574542528268
8,1.8119,6.122068318698043
9,1.7925,6.004444830195315
10,1.6819,5.375760218432274
11,1.8142,6.136165281123427
12,1.8277,6.219565195206305
13,1.7147,5.555008759733105
14,1.7739,5.893794395430634
15,1.7364,5.676869860873052
16,1.7451,5.72647409419931
17,1.6355,5.132023367314801
18,1.6156,5.030905561423688
19,1.5165,4.556250379194691
20,1.5845,4.876852342633258
21,1.5616,4.766441453671257
22,1.5009,4.48572440613009
23,1.4283,4.171601438097104
24,1.4977,4.471393030460983
25,1.5227,4.584586883939194
26,1.5104,4.5285418488187315
27,1.4401,4.2211179076824346
28,1.4526,4.274213034731522
29,1.4786,4.3867998600439
30,1.4001,4.055605507118035
31,1.4137,4.1111385104917275
32,1.4315,4.1849719440991215
33,1.3754,3.9566590700580746
34,1.418,4.128854468098367
35,1.4429,4.2329536000606245
36,1.3942,4.031747883821712
37,1.3674,3.9251320736271356
38,1.4275,4.168265491503181
39,1.3591,3.892688305308605
40,1.3976,4.045479156562574
41,1.3554,3.878311971198065
42,1.4339,4.195027939132122
43,1.3385,3.8133192343848235
44,1.3302,3.781799671872204
45,1.3899,4.014448588062483
46,1.1972,3.3108335980725196
47,1.2545,3.506084893562137
48,1.3,3.6692966676192444
49,1.2966,3.656842243468155
50,1.3794,3.972517401857469
51,1.3449,3.8378027411361777
52,1.3192,3.7404278377345195
53,1.2037,3.332424109605935
54,1.3179,3.735568440837813
55,1.3128,3.71656554037449
56,1.176,3.241382706393096
57,1.2322,3.4287645267198714
58,1.2761,3.582640147561138
59,1.2598,3.5247164735716385
60,1.3092,3.703209958899821
61,1.3349,3.7996159658239743
62,1.2799,3.5962800795793237
63,1.0877,2.9674411031232264
64,1.191,3.290369932679089
65,1.2884,3.6269787447514052
66,1.1887,3.2828107781939124
67,1.2654,3.5445102566886413
68,1.242,3.46253160752892
69,1.3211,3.7475414063764267
70,1.2949,3.6506308927982287
71,1.2882,3.626253421537194
72,1.217,3.3770413975343523
73,1.2435,3.4677293022366764
74,1.2308,3.42396761500416
75,1.2183,3.3814344061880894
76,1.3012,3.6737024665710623
77,1.2159,3.3733286943581753
78,1.2374,3.446640539611736
79,1.2693,3.558360837767223
80,1.204,3.3334239868128988
81,1.2026,3.328760458462915
82,1.2831,3.6078066084441915
83,1.2329,3.4311655021319303
84,1.2489,3.4865056910920607
85,1.3295,3.7791533384266573
86,1.246,3.4764094711825293
87,1.2212,3.3912547986526516
88,1.2128,3.362887567513875
89,1.2739,3.574767002871164
90,1.2835,3.6092500197505855
91,1.4635,4.321056791493137
92,1.3325,3.7905078216509134
93,1.2231,3.3977043078636147
94,1.2655,3.5448647254374523
95,1.3049,3.6873203432334765
96,1.3002,3.670030600343594
97,1.2951,3.651361091994274
98,1.1938,3.2995958787875246
99,1.2887,3.6280670016051966
100,1.3636,3.9102448753383587
