step,corpus_perplexity,corpus_loss
1,5.352219581604004,1.6775112876667058
2,5.350259304046631,1.677144971902413
3,5.336721897125244,1.6746115988540926
4,5.317201137542725,1.6709470933842276
5,5.285639762878418,1.6649936291841905
6,5.245476245880127,1.6573660336936666
7,5.188867092132568,1.6465153771211545
8,5.14103364944458,1.6372541350585925
9,5.081474304199219,1.6256013645389478
10,5.0313920974731445,1.6156966570930147
11,4.9520583152771,1.5998033113025236
12,4.897226810455322,1.5886690943649153
13,4.829201698303223,1.5746811474547573
14,4.777725696563721,1.5639645756341787
15,4.716843605041504,1.5511398575273823
16,4.66832160949707,1.540799670663021
17,4.613045692443848,1.528888356328905
18,4.568514823913574,1.5191881071916595
19,4.5141143798828125,1.5072090268275178
20,4.471857070922852,1.497803775853139
21,4.395705223083496,1.4806280006132444
22,4.334947109222412,1.4667094218376349
23,4.27353572845459,1.4524415834085191
24,4.22367000579834,1.4407045135186793
25,4.170929431915283,1.4281389050959636
26,4.129835605621338,1.4182376227373672
27,4.0870771408081055,1.407830118815061
28,4.0526814460754395,1.3993788157586282
29,4.014252662658691,1.3898512019989084
30,3.984400749206543,1.3823869177762946
31,3.9478728771209717,1.373176965475535
32,3.9184272289276123,1.3656903240308012
33,3.8865575790405273,1.3575237932520763
34,3.859030246734619,1.350415889177451
35,3.8287758827209473,1.3425451303496196
36,3.802062749862671,1.3355437070602816
37,3.775916814804077,1.3286431869550033
38,3.755283832550049,1.3231638091650095
39,3.731095552444458,1.316701871336137
40,3.7112886905670166,1.3113791721928303
41,3.6705472469329834,1.3003407214683949
42,3.638773202896118,1.2916466409340333
43,3.6053266525268555,1.2824124274574151
44,3.5807416439056396,1.2755699071872515
45,3.5537872314453125,1.2680137957557505
46,3.5338523387908936,1.262388533191605
47,3.514024257659912,1.2567619271546093
48,3.4979872703552246,1.252187766834599
49,3.481581211090088,1.2474865643146746
50,3.469022512435913,1.243872875196681
51,3.456214666366577,1.2401739156393836
52,3.4469268321990967,1.2374830450527534
53,3.4341371059417725,1.2337657431454268
54,3.4249160289764404,1.2310769038534048
55,3.415454626083374,1.228310630201011
56,3.40720534324646,1.2258924586024318
57,3.3989250659942627,1.2234592315689605
58,3.392404317855835,1.2215389407044261
59,3.3841373920440674,1.2190990152265029
60,3.3791959285736084,1.2176377526750919
61,3.365568161010742,1.2135967929069458
62,3.3555173873901367,1.2106059657041166
63,3.3466689586639404,1.2079654901252497
64,3.339843273162842,1.2059239049294512
65,3.3326661586761475,1.2037726213537367
66,3.327179431915283,1.2021249126659446
67,3.322829008102417,1.2008165650897555
68,3.318807363510132,1.1996054857734875
69,3.3165462017059326,1.198923915374043
70,3.313187837600708,1.1979108373421072
71,3.310481071472168,1.197093477269407
72,3.3087031841278076,1.1965563294200157
73,3.307077407836914,1.1960648627460526
74,3.306020975112915,1.1957453856329388
75,3.3052518367767334,1.1955126990580922
76,3.304021120071411,1.1951402322518094
77,3.3040611743927,1.1951523736602907
78,3.302515745162964,1.1946845538910835
79,3.3029983043670654,1.1948306365714088
80,3.302438497543335,1.194661176223003
81,3.301985502243042,1.1945239289815037
82,3.300827980041504,1.1941733523191569
83,3.2998669147491455,1.1938821157530972
84,3.2999892234802246,1.1939191338695008
85,3.299961566925049,1.193910871876826
86,3.299544334411621,1.1937844060868599
87,3.2993719577789307,1.1937321744304854
88,3.298367500305176,1.193427734150398
89,3.2992637157440186,1.1936993090943244
90,3.299708604812622,1.193834157999251
91,3.299081325531006,1.1936440966237294
92,3.299224853515625,1.1936875160343339
93,3.2996649742126465,1.1938209574430139
94,3.299067497253418,1.1936398891102458
95,3.298593282699585,1.1934961083676605
96,3.2990853786468506,1.193645227759411
97,3.2984840869903564,1.1934629579034854
98,3.2984776496887207,1.1934610059362414
99,3.298784017562866,1.1935539409961464
