step,corpus_perplexity,corpus_loss
1,5.048206806182861,1.6190331494912573
2,5.048909664154053,1.619172351877137
3,5.0342841148376465,1.6162714141849246
4,5.015209674835205,1.6124752328199112
5,4.978759288787842,1.6051807873253483
6,4.923174858093262,1.5939536187021888
7,4.861319541931152,1.5813099693069093
8,4.797706127166748,1.5681379184257322
9,4.719672203063965,1.5517393344907997
10,4.6178364753723145,1.5299262933435032
11,4.520259380340576,1.5085693950139423
12,4.446717739105225,1.4921663263869493
13,4.3727898597717285,1.4754012184517553
14,4.29005241394043,1.456298893881464
15,4.193998336791992,1.4336546055041501
16,4.096871376037598,1.4102235475184905
17,4.002779483795166,1.3869889509016844
18,3.9141194820404053,1.3645903795016605
19,3.8205785751342773,1.3404018764440182
20,3.7306809425354004,1.3165907815521798
21,3.6455516815185547,1.2935077268902078
22,3.557769536972046,1.2691337876624789
23,3.472768783569336,1.2449522401142197
24,3.3870513439178467,1.219959684663187
25,3.300692558288574,1.1941323531467867
26,3.217643976211548,1.168649484289518
27,3.139052152633667,1.143920894420631
28,3.0665283203125,1.120546066530126
29,3.000762939453125,1.098866548896247
30,2.9409382343292236,1.0787287112982717
31,2.883013963699341,1.0588362804297966
32,2.827162981033325,1.0392737522717337
33,2.7791759967803955,1.0221543928361692
34,2.736131429672241,1.006545019864593
35,2.700838088989258,0.9935621391970968
36,2.6711244583129883,0.9824995654241006
37,2.6401174068450928,0.9708234226238699
38,2.6195685863494873,0.9630096614851057
39,2.605191707611084,0.9575063035734201
40,2.589473247528076,0.9514544427663713
41,2.578725814819336,0.9472953421299702
42,2.5767300128936768,0.9465211591438452
43,2.5690298080444336,0.9435282994183282
44,2.563796281814575,0.9414890269506955
45,2.568443775177002,0.9433001748887384
46,2.560542345046997,0.9402190822130427
47,2.5578277111053467,0.9391583435476601
48,2.563835382461548,0.9415043857344964
49,2.5661158561706543,0.9423934512569785
50,2.5678000450134277,0.9430495774787059
51,2.5743777751922607,0.9456079135399087
52,2.5806736946105957,0.9480505099692563
53,2.5854880809783936,0.9499142775961941
54,2.5879151821136475,0.9508526215315435
55,2.5888571739196777,0.9512165515041376
56,2.596707820892334,0.9542443820923512
57,2.601015329360962,0.9559018335629598
58,2.602567195892334,0.9564983028731696
59,2.601426124572754,0.9560598325242285
60,2.6059634685516357,0.9578024297596827
61,2.610907554626465,0.9596978742426667
62,2.6118392944335938,0.9600546956694894
63,2.614513635635376,0.9610780452853269
64,2.614501714706421,0.9610734963708039
65,2.614347219467163,0.9610144315046795
66,2.6175343990325928,0.9622327902172186
67,2.6159207820892334,0.9616161826973285
68,2.615673303604126,0.96152157201853
69,2.619443655014038,0.9629619363512528
70,2.614696502685547,0.961148027701288
71,2.6207799911499023,0.9634719636655986
72,2.6190268993377686,0.9628028154183396
73,2.6211891174316406,0.9636280694163488
74,2.621180534362793,0.9636248522520887
75,2.6207048892974854,0.9634433542426432
76,2.622296094894409,0.9640502732006933
77,2.6218948364257812,0.963897295705391
78,2.6184871196746826,0.9625967197153795
79,2.6194427013397217,0.9629616030934446
80,2.618619203567505,0.962647119483128
81,2.6177055835723877,0.9622981925641994
82,2.617873191833496,0.9623622007096722
83,2.620459794998169,0.9633497540594634
84,2.6187024116516113,0.9626789348420871
85,2.6188466548919678,0.9627340044574226
86,2.6214611530303955,0.9637318388572514
87,2.61999249458313,0.963171434769361
88,2.6138384342193604,0.9608197757026883
89,2.6161417961120605,0.9617006552254183
90,2.6179749965667725,0.9624011046882016
91,2.623652696609497,0.964567538992294
92,2.619809865951538,0.9631017742406218
93,2.62037992477417,0.963319327572544
94,2.6193687915802,0.9629333899488624
95,2.6194159984588623,0.9629513447529506
96,2.616499423980713,0.9618373198514277
97,2.6179630756378174,0.9623965738812186
98,2.617297887802124,0.9621424477149081
99,2.617805004119873,0.9623361971119602
100,2.618593454360962,0.9626372859502668
