step,loss,chunked_perplexity
1,2.5275731086730957,12.52307708044432
2,2.613865613937378,13.651721268499562
3,2.573214530944824,13.107892516259698
4,2.200324058532715,9.027938605993752
5,2.5528972148895264,12.844262516860791
6,2.404754638671875,11.07571239726441
7,2.404231548309326,11.06992031387461
8,2.038239002227783,7.677077970940732
9,2.2473788261413574,9.462899395741005
10,2.2847414016723633,9.82314564650066
11,2.2426705360412598,9.418450042535369
12,1.9625520706176758,7.11746818803203
13,2.1592824459075928,8.66491787993144
14,2.2357444763183594,9.353442677358814
15,2.219472885131836,9.202478823790846
16,1.9757781028747559,7.212229327458941
17,2.2803142070770264,9.779752794360656
18,2.1861417293548584,8.900805064698757
19,2.252480983734131,9.511303978642044
20,2.1629927158355713,8.697126779075463
21,2.181581497192383,8.860307735962184
22,2.2319397926330566,9.317923399258751
23,2.1212971210479736,8.341950993173153
24,1.9779362678527832,7.227811316410398
25,2.198671340942383,9.013030296061695
26,2.2297677993774414,9.297706895481854
27,1.9890316724777222,7.308453358255677
28,2.0253279209136963,7.578595717242261
29,2.140798568725586,8.506227724779889
30,2.2582850456237793,9.566668690268614
31,1.9173476696014404,6.802891004829779
32,2.0260744094848633,7.58425516442419
33,2.1914710998535156,8.948367378648499
34,2.047546625137329,7.748866891576141
35,1.823599100112915,6.194111607977938
36,2.0842227935791016,8.038341602582303
37,2.202937126159668,9.051560068902356
38,2.1370849609375,8.474697512909874
39,1.7113587856292725,5.536479257393486
40,2.1185731887817383,8.319259003451835
41,2.2041983604431152,9.062983409019761
42,2.141185998916626,8.50952393269633
43,1.62873113155365,5.0974026799034
44,2.132714033126831,8.437736058633625
45,2.2145752906799316,9.15751900191554
46,2.0722270011901855,7.942491374677247
47,1.5120614767074585,4.536072169613304
48,2.170055866241455,8.758773346819504
49,2.1668858528137207,8.731051879625607
50,2.128146171569824,8.399281542779471
51,1.4907655715942383,4.440493733916365
52,2.0958964824676514,8.132728551690798
53,2.130932092666626,8.42271390362612
54,2.146831750869751,8.55770246811752
55,1.5265071392059326,4.602074311821851
56,2.1093995571136475,8.243290173400897
57,2.0805320739746094,8.008729017130639
58,1.9717826843261719,7.183470941777876
59,1.6033443212509155,4.969624685449461
60,2.111722230911255,8.262458900224853
61,2.1386361122131348,8.48785325140011
62,1.819031000137329,6.165880816523874
63,1.6526092290878296,5.220583770589038
64,2.0086429119110107,7.4531958376862715
65,2.220377206802368,9.21080458883129
66,1.7113966941833496,5.536689141294985
67,1.7574204206466675,5.797463072936239
68,2.1131982803344727,8.274663703149143
69,2.1784512996673584,8.832616584612966
70,1.6027145385742188,4.966495887247747
71,1.8603733777999878,6.426135699958009
72,2.1676039695739746,8.737324046119411
73,2.1134910583496094,8.277086697446498
74,1.537658929824829,4.653682910255355
75,1.8955936431884766,6.6564988171310135
76,2.1532163619995117,8.612514862257289
77,2.1293110847473145,8.409071677751605
78,1.4261913299560547,4.16281417508449
79,1.9700162410736084,7.1707929487770015
80,2.140211582183838,8.501236148721704
81,2.152283191680908,8.604481667771575
82,1.3683218955993652,3.9287523040936074
83,2.0675835609436035,7.905696384352436
84,2.135141134262085,8.458240170111129
85,2.128326654434204,8.400797605978644
86,1.2472786903381348,3.4808575656463665
87,2.092710018157959,8.10685514665353
88,2.1534738540649414,8.614732802036409
89,2.139052391052246,8.49138730062207
90,1.1971853971481323,3.310785250812933
91,2.06765079498291,7.906227934122807
92,2.152317523956299,8.604777084276918
93,2.060410976409912,7.849194981512617
94,1.2679133415222168,3.553430026010573
95,2.134903907775879,8.456233889496945
96,2.1072440147399902,8.225540549040092
97,1.9541549682617188,7.057952309316107
98,1.3647061586380005,3.9145726196284953
99,2.066340684890747,7.895876687232443
100,2.1611037254333496,8.680713497209446
101,1.838477611541748,6.286959776788032
102,1.518043041229248,4.563286288333481
103,2.132370948791504,8.434841700099211
104,2.1447696685791016,8.54007396336973
105,1.762846827507019,5.829007976663239
106,1.6282141208648682,5.094767949383474
107,2.0633065700531006,7.871955998029362
108,2.1685733795166016,8.745798201723385
109,1.6249171495437622,5.07799830527504
110,1.7136859893798828,5.549378776769554
111,2.1044342517852783,8.202461168900447
112,2.173715591430664,8.790886777586346
113,1.5247220993041992,4.593866753133742
114,1.8494082689285278,6.356057332993373
115,2.0921859741210938,8.102607910522778
116,2.1001036167144775,8.167016108103098
117,1.4472898244857788,4.251576368858646
118,1.8620771169662476,6.437093490995989
119,2.119650363922119,8.328225130614431
120,2.181246280670166,8.857338112178452
121,1.6047860383987427,4.976794645862251
