step,probe_index,mcqa_accuracy
80,23,0.0
80,24,0.0
80,25,0.0
80,26,0.0
80,27,1.0
80,28,0.0
80,29,0.0
80,30,0.0
80,31,0.0
80,32,0.0
80,33,0.0
80,34,1.0
80,35,0.0
80,36,1.0
80,37,0.0
80,38,0.0
80,39,0.0
80,40,1.0
84,0,0.0
84,1,1.0
84,2,1.0
84,3,0.0
84,4,1.0
84,5,0.0
84,6,1.0
84,7,0.0
84,8,0.0
84,9,0.0
84,10,0.0
84,11,1.0
84,12,0.0
84,13,1.0
84,14,0.0
84,15,0.0
84,16,0.0
84,17,1.0
84,18,1.0
84,19,1.0
84,20,1.0
84,21,0.0
84,22,0.0
84,23,0.0
84,24,0.0
84,25,0.0
84,26,0.0
84,27,1.0
84,28,0.0
84,29,0.0
84,30,0.0
84,31,0.0
84,32,0.0
84,33,0.0
84,34,1.0
84,35,0.0
84,36,1.0
84,37,0.0
84,38,0.0
84,39,0.0
84,40,1.0
88,0,0.0
88,1,1.0
88,2,1.0
88,3,0.0
88,4,1.0
88,5,0.0
88,6,1.0
88,7,0.0
88,8,0.0
88,9,0.0
88,10,0.0
88,11,1.0
88,12,0.0
88,13,1.0
88,14,0.0
88,15,0.0
88,16,0.0
88,17,1.0
88,18,1.0
88,19,1.0
88,20,1.0
88,21,0.0
88,22,0.0
88,23,0.0
88,24,0.0
88,25,0.0
88,26,0.0
88,27,1.0
88,28,0.0
88,29,0.0
88,30,0.0
88,31,0.0
88,32,0.0
88,33,0.0
88,34,1.0
88,35,0.0
88,36,1.0
88,37,0.0
88,38,0.0
88,39,0.0
88,40,1.0
92,0,0.0
92,1,1.0
92,2,1.0
92,3,0.0
92,4,1.0
92,5,0.0
92,6,1.0
92,7,0.0
92,8,0.0
92,9,0.0
92,10,0.0
92,11,1.0
92,12,0.0
92,13,1.0
92,14,0.0
92,15,0.0
92,16,0.0
92,17,1.0
92,18,1.0
92,19,1.0
92,20,1.0
92,21,0.0
92,22,0.0
92,23,0.0
92,24,0.0
92,25,0.0
92,26,0.0
92,27,1.0
92,28,0.0
92,29,0.0
92,30,0.0
92,31,0.0
92,32,0.0
92,33,0.0
92,34,1.0
92,35,0.0
92,36,1.0
92,37,0.0
92,38,0.0
92,39,0.0
92,40,1.0
96,0,0.0
96,1,1.0
96,2,1.0
96,3,0.0
96,4,1.0
96,5,0.0
96,6,1.0
96,7,0.0
96,8,0.0
96,9,0.0
96,10,0.0
96,11,1.0
96,12,0.0
96,13,1.0
96,14,0.0
96,15,0.0
96,16,0.0
96,17,1.0
96,18,1.0
96,19,1.0
96,20,1.0
96,21,0.0
96,22,0.0
96,23,0.0
96,24,0.0
96,25,0.0
96,26,0.0
96,27,1.0
96,28,0.0
96,29,0.0
96,30,0.0
96,31,0.0
96,32,0.0
96,33,0.0
96,34,1.0
96,35,0.0
96,36,1.0
96,37,0.0
96,38,0.0
96,39,0.0
96,40,1.0
100,0,0.0
100,1,1.0
100,2,1.0
100,3,0.0
100,4,1.0
100,5,0.0
100,6,1.0
100,7,0.0
100,8,0.0
100,9,0.0
100,10,0.0
100,11,1.0
100,12,0.0
100,13,1.0
100,14,0.0
100,15,0.0
100,16,0.0
100,17,1.0
100,18,1.0
100,19,1.0
100,20,1.0
100,21,0.0
100,22,0.0
100,23,0.0
100,24,0.0
100,25,0.0
100,26,0.0
100,27,1.0
100,28,0.0
100,29,0.0
100,30,0.0
100,31,0.0
100,32,0.0
100,33,0.0
100,34,1.0
100,35,0.0
100,36,1.0
100,37,0.0
100,38,0.0
100,39,0.0
100,40,1.0
