step,probe_index,log_prob,perplexity,target_rank
0,0,-3.438047170639038,2.3620073795318604,2.0
0,1,-13.375345230102539,28.327590942382812,57.0
0,2,-30.98910140991211,22.173770904541016,1900.0
0,3,-19.185306549072266,121.06488037109375,386.0
0,4,-9.69003677368164,11.274112701416016,18.0
0,5,-7.2186279296875,6.07788610458374,33.0
2,0,-3.4442296028137207,2.3656609058380127,3.0
2,1,-13.342802047729492,28.098058700561523,57.0
2,2,-30.887195587158203,21.948957443237305,1910.0
2,3,-19.204265594482422,121.64006805419922,387.0
2,4,-9.710712432861328,11.332538604736328,18.0
2,5,-7.205374240875244,6.057781219482422,32.0
4,0,-3.4270172119140625,2.3555030822753906,2.0
4,1,-13.380880355834961,28.366817474365234,56.0
4,2,-29.703052520751953,19.49786949157715,1857.0
4,3,-19.06955337524414,117.61167907714844,392.0
4,4,-9.720077514648438,11.359102249145508,18.0
4,5,-7.2270026206970215,6.090624809265137,31.0
6,0,-3.3529062271118164,2.312262773513794,2.0
6,1,-13.372490882873535,28.307384490966797,55.0
6,2,-25.623611450195312,12.966398239135742,1729.0
6,3,-18.46990966796875,101.23832702636719,356.0
6,4,-9.72225570678711,11.365289688110352,18.0
6,5,-7.257267951965332,6.136883735656738,31.0
8,0,-3.102064609527588,2.171712875366211,2.0
8,1,-13.405771255493164,28.54388999938965,57.0
8,2,-21.114635467529297,8.260321617126465,1513.0
8,3,-17.91061019897461,88.02778625488281,296.0
8,4,-9.673503875732422,11.22761058807373,17.0
8,5,-7.144925594329834,5.966923236846924,29.0
10,0,-2.9151535034179688,2.072567939758301,2.0
10,1,-13.360508918762207,28.22271728515625,55.0
10,2,-20.620817184448242,7.862320899963379,1317.0
10,3,-17.174036026000977,73.22296142578125,218.0
10,4,-9.555830001831055,10.902122497558594,15.0
10,5,-6.764084815979004,5.425017833709717,22.0
12,0,-2.6616806983947754,1.945307731628418,2.0
12,1,-13.23867416381836,27.37605094909668,52.0
12,2,-19.580326080322266,7.085373401641846,1187.0
12,3,-17.345481872558594,76.42963409423828,194.0
12,4,-9.290874481201172,10.203375816345215,15.0
12,5,-6.469069004058838,5.039299964904785,16.0
14,0,-2.4928507804870605,1.8649097681045532,2.0
14,1,-13.099798202514648,26.441892623901367,49.0
14,2,-18.38528060913086,6.2872772216796875,1033.0
14,3,-17.39351463317871,77.35295104980469,209.0
14,4,-9.112166404724121,9.757553100585938,15.0
14,5,-6.472713470458984,5.043893814086914,14.0
16,0,-2.386007308959961,1.815755844116211,2.0
16,1,-13.247325897216797,27.435327529907227,51.0
16,2,-17.309736251831055,5.646148681640625,824.0
16,3,-17.75823974609375,84.7376480102539,231.0
16,4,-9.018503189086914,9.531725883483887,14.0
16,5,-6.2977070808410645,4.827972888946533,11.0
18,0,-2.3306357860565186,1.790793776512146,2.0
18,1,-13.510263442993164,29.299365997314453,55.0
18,2,-16.688169479370117,5.305886745452881,679.0
18,3,-18.183822631835938,94.25045013427734,249.0
18,4,-9.118207931518555,9.77230167388916,14.0
18,5,-6.0836992263793945,4.576455593109131,8.0
20,0,-2.2012879848480225,1.7338112592697144,2.0
20,1,-13.572152137756348,29.756214141845703,51.0
20,2,-15.951375961303711,4.929007053375244,546.0
20,3,-18.67597770690918,106.59050750732422,264.0
20,4,-9.17127799987793,9.902819633483887,14.0
20,5,-5.90364408493042,4.3750200271606445,6.0
22,0,-2.0107192993164062,1.653145432472229,2.0
22,1,-13.562993049621582,29.68815803527832,49.0
22,2,-15.419015884399414,4.673468589782715,486.0
22,3,-18.818862915039062,110.46688842773438,275.0
22,4,-9.239063262939453,10.072065353393555,15.0
22,5,-5.924851417541504,4.3982768058776855,6.0
24,0,-1.8724076747894287,1.596960186958313,2.0
24,1,-13.635810852050781,30.233564376831055,48.0
24,2,-15.059453964233398,4.508414268493652,420.0
24,3,-18.680604934692383,106.71388244628906,252.0
24,4,-9.153009414672852,9.857694625854492,15.0
24,5,-5.764229774475098,4.225161075592041,6.0
26,0,-1.7744096517562866,1.5583107471466064,2.0
26,1,-13.788481712341309,31.409812927246094,51.0
26,2,-14.51091480255127,4.267770290374756,360.0
26,3,-18.685087203979492,106.83352661132812,240.0
26,4,-9.052603721618652,9.613332748413086,14.0
26,5,-5.700049877166748,4.157909870147705,6.0
28,0,-1.797954797744751,1.5675104856491089,2.0
28,1,-13.880287170410156,32.1390495300293,57.0
28,2,-13.98498821258545,4.049116611480713,310.0
28,3,-19.195785522460938,121.38246154785156,269.0
28,4,-9.054071426391602,9.616860389709473,14.0
28,5,-5.868643760681152,4.336905002593994,6.0
30,0,-1.820806860923767,1.576491355895996,2.0
30,1,-14.045379638671875,33.493282318115234,65.0
30,2,-13.441815376281738,3.8350465297698975,253.0
30,3,-18.889842987060547,112.44461059570312,222.0
30,4,-9.059514999389648,9.629956245422363,15.0
30,5,-5.810093402862549,4.273885250091553,6.0
32,0,-1.8050071001052856,1.5702764987945557,2.0
32,1,-14.128756523132324,34.19874954223633,66.0
32,2,-13.160865783691406,3.728800058364868,211.0
32,3,-18.75580596923828,108.7391128540039,204.0
32,4,-9.148022651672363,9.845413208007812,16.0
32,5,-5.503520965576172,3.95855975151062,4.0
34,0,-1.8413331508636475,1.5846021175384521,2.0
34,1,-14.192049026489258,34.74418640136719,66.0
34,2,-12.840694427490234,3.6113059520721436,180.0
34,3,-18.892318725585938,112.51422882080078,204.0
34,4,-9.129638671875,9.800267219543457,15.0
34,5,-5.497470378875732,3.952576160430908,4.0
36,0,-1.84079909324646,1.5843905210494995,2.0
36,1,-14.203983306884766,34.847999572753906,70.0
36,2,-12.70724868774414,3.563434600830078,163.0
36,3,-19.394790649414062,127.57414245605469,235.0
36,4,-9.099494934082031,9.726691246032715,14.0
36,5,-5.622114181518555,4.077681541442871,4.0
38,0,-1.9016958475112915,1.6086961030960083,2.0
38,1,-14.202430725097656,34.83448028564453,68.0
38,2,-12.610929489135742,3.5292763710021973,148.0
38,3,-19.488147735595703,130.58663940429688,230.0
38,4,-9.11118221282959,9.755151748657227,13.0
38,5,-5.614334583282471,4.069758415222168,5.0
40,0,-1.7900844812393188,1.5644292831420898,2.0
40,1,-14.109456062316895,34.03413772583008,68.0
40,2,-12.827634811401367,3.6065926551818848,155.0
40,3,-19.525402069091797,131.8085479736328,233.0
40,4,-9.114240646362305,9.762613296508789,14.0
40,5,-5.598272323608398,4.053448677062988,5.0
42,0,-1.7554117441177368,1.5509271621704102,2.0
42,1,-14.239935874938965,35.16263198852539,69.0
42,2,-12.881019592285156,3.6258978843688965,151.0
42,3,-19.671388626098633,136.70797729492188,222.0
42,4,-9.101103782653809,9.730603218078613,14.0
42,5,-5.509820938110352,3.964799404144287,5.0
44,0,-1.6793761253356934,1.5217241048812866,2.0
44,1,-14.149062156677246,34.372798919677734,69.0
44,2,-12.718734741210938,3.5675301551818848,148.0
44,3,-19.846622467041016,142.83006286621094,243.0
44,4,-9.107101440429688,9.745203971862793,14.0
44,5,-5.613358020782471,4.068764686584473,6.0
46,0,-1.676788568496704,1.5207401514053345,2.0
46,1,-14.042734146118164,33.47113800048828,65.0
46,2,-12.547971725463867,3.507127046585083,147.0
46,3,-19.674964904785156,136.83026123046875,238.0
46,4,-9.160443305969238,9.876031875610352,15.0
46,5,-5.612671852111816,4.0680670738220215,6.0
48,0,-1.624308705329895,1.5009183883666992,2.0
48,1,-13.982521057128906,32.97106170654297,62.0
48,2,-12.668466567993164,3.5496416091918945,149.0
48,3,-20.161678314208984,154.5348358154297,250.0
48,4,-9.137504577636719,9.819558143615723,14.0
48,5,-5.533895492553711,3.9887337684631348,6.0
