step,corpus_perplexity,corpus_loss
1,8.65075969696045,2.157647085642617
2,8.649738311767578,2.1575289990773516
3,8.642484664916992,2.156690123751348
4,8.625364303588867,2.1547072740137905
5,8.600162506103516,2.151780966138313
6,8.554167747497559,2.146418660936764
7,8.503829002380371,2.140516582180782
8,8.455021858215332,2.1347605620299914
9,8.394564628601074,2.1275845609234842
10,8.313578605651855,2.1178900961882503
11,8.216789245605469,2.106179436851931
12,8.127616882324219,2.0952677524880152
13,8.046977996826172,2.0852965895559907
14,7.966538906097412,2.0752502580044676
15,7.892918109893799,2.0659659448578873
16,7.825335502624512,2.057366657339407
17,7.756875991821289,2.048579687020067
18,7.691905498504639,2.0401685989611056
19,7.631187915802002,2.0322435740196245
20,7.575526237487793,2.024922958395099
21,7.5080246925354,2.0159723673406886
22,7.446645259857178,2.0077637338094947
23,7.390329837799072,2.0001724571318915
24,7.335029602050781,1.992661420828071
25,7.285567760467529,1.9858954428803197
26,7.235842704772949,1.9790467916684256
27,7.1915669441223145,1.9729091458228412
28,7.147498607635498,1.9667624516875704
29,7.107151508331299,1.961101480165898
30,7.069413661956787,1.9557775060857199
31,7.027678966522217,1.9498565516583828
32,6.988388538360596,1.9442499517241894
33,6.949683666229248,1.938696141598633
34,6.916082859039307,1.9338495288188287
35,6.883358001708984,1.9291066189991177
36,6.853890895843506,1.9248164508718153
37,6.824367046356201,1.9204995668148468
38,6.796092987060547,1.916347903778869
39,6.769556999206543,1.9124356391844828
40,6.745174884796143,1.9088274714696474
41,6.71948766708374,1.9050118837731977
42,6.692457675933838,1.9009812218049613
43,6.669204235076904,1.8975004823744626
44,6.648950576782227,1.8944590053670314
45,6.626960754394531,1.8911463581313745
46,6.608246326446533,1.8883182727582546
47,6.590982913970947,1.8857025266187626
48,6.571331977844238,1.8827165837692952
49,6.55612325668335,1.8803994086483566
50,6.541088104248047,1.8781035159668211
51,6.52296257019043,1.8753286007030234
52,6.506534099578857,1.8728068751277844
53,6.494011878967285,1.8708804314225418
54,6.479556560516357,1.8686520895493623
55,6.467765808105469,1.8668306701914381
56,6.457494735717773,1.8652413751044985
57,6.445566177368164,1.8633925085403642
58,6.437990665435791,1.8622165087013614
59,6.429317951202393,1.860868510208736
60,6.420279026031494,1.8594615547531876
61,6.4133477210998535,1.8583813992159142
62,6.405056953430176,1.8570877948271636
63,6.398080825805664,1.855998069541889
64,6.392029285430908,1.8550517950104086
65,6.385754108428955,1.854069538241592
66,6.383316993713379,1.8536878951017368
67,6.377486228942871,1.852773980014232
68,6.375167369842529,1.8524102849114008
69,6.370140552520752,1.8516215173414399
70,6.368034362792969,1.851290870667821
71,6.363941669464111,1.850647892049663
72,6.360813140869141,1.8501561550886592
73,6.358531475067139,1.849797438924813
74,6.357067584991455,1.8495672300787263
75,6.3573150634765625,1.849606174872725
76,6.351213455200195,1.848645936018525
77,6.351377964019775,1.8486717775299404
78,6.351657390594482,1.8487157962104892
79,6.350122928619385,1.8484741631298434
80,6.348599910736084,1.848234344146199
81,6.34838342666626,1.8482002208575359
82,6.348659038543701,1.848243570377155
83,6.3475260734558105,1.8480651023144221
84,6.347799777984619,1.8481083501521396
85,6.346873760223389,1.8479623883797978
86,6.347105503082275,1.847998910887136
87,6.346535682678223,1.847909140142288
88,6.34581995010376,1.8477963129377497
89,6.347748756408691,1.8481001408142939
90,6.346894264221191,1.8479656362237193
91,6.345357894897461,1.8477234838499548
92,6.348231315612793,1.848176236220157
93,6.347372531890869,1.8480409137287193
94,6.347166061401367,1.8480084513350086
95,6.3478264808654785,1.8481124401174855
96,6.347538948059082,1.8480671251347052
97,6.347165107727051,1.8480082468680255
98,6.3476715087890625,1.8480879780584278
99,6.346303462982178,1.8478724394055361
100,6.347282409667969,1.8480267189484274
