domain_group,count,avg_prior_knowledge_target_freq_per_1k,coverage_prior_knowledge_target_present,avg_prior_knowledge_target_bigram_freq_per_1k,coverage_prior_knowledge_target_bigram_coverage,avg_cited_works_target_freq_per_1k,coverage_cited_works_target_present,avg_cited_works_target_bigram_freq_per_1k,coverage_cited_works_target_bigram_coverage
arxiv,3782,0.015330792487458245,0.1047065044949762,0.09856565572124455,0.5375293002862424,0.023962392786583516,0.22527763088313063,0.10454438246862016,0.7486702163989277
legal,1033,0.08933553454064548,0.19167473378509198,0.2414755618589927,0.526116997350057,0.09318869249591973,0.2894482090997096,0.2739086125142925,0.6118918053480596
ALL,4815,0.031207614614341406,0.1233644859813084,0.12922524721455583,0.5350809287528926,0.038814057916333106,0.23904465212876427,0.14087942912224,0.7193260630000602
