domain_group,domain,count,avg_target_chars,avg_target_words,avg_source_target_freq_per_1k,median_source_target_freq_per_1k,avg_expl_target_freq_per_1k,median_expl_target_freq_per_1k,avg_para49_target_freq_per_1k_avg,median_para49_target_freq_per_1k_avg,avg_source_target_bigram_freq_per_1k,median_source_target_bigram_freq_per_1k,avg_expl_target_bigram_freq_per_1k,median_expl_target_bigram_freq_per_1k,avg_para49_target_bigram_freq_per_1k_avg,median_para49_target_bigram_freq_per_1k_avg,coverage_source_target_present,coverage_expl_target_present,coverage_para49_target_present,coverage_source_target_bigram_coverage,coverage_expl_target_bigram_coverage,coverage_para49_target_bigram_coverage
arxiv,1_58,137,21.642335766423358,2.8686131386861313,0.6004630159903648,0.47551117451260105,0.10402894492317546,0.0,0.31867935964677335,0.009672115291614276,1.3862660884187545,0.4708097928436911,0.4613985459922584,0.18427114182296808,1.1462888654538885,0.3305319084072711,0.5912408759124088,0.36496350364963503,0.5182481751824818,0.8521941258255127,0.7863024141308813,0.8921880431004519
arxiv,BOFT,278,26.730215827338128,2.9892086330935252,0.2657695272353546,0.2232142857142857,0.05949640137145984,0.0,0.16624807399487956,0.013461036133789142,0.887216465873486,0.5577867023650156,0.46344765087028894,0.19937444378202307,0.7589309179917171,0.4209433929086954,0.5863309352517986,0.3381294964028777,0.5899280575539568,0.9261696238138997,0.8088001594030425,0.9473417403273517
arxiv,ByteLatent,479,23.32359081419624,3.0876826722338206,0.18183042629133275,0.1152073732718894,0.09945997243008635,0.0,0.12217195535324622,0.0021278451950063728,0.5019367559884637,0.2578397212543554,0.30698871149471973,0.14463568496122653,0.41525920443524994,0.1719397657424076,0.5657620041753654,0.27348643006263046,0.5073068893528184,0.916377225175625,0.7685872925249264,0.907070012530867
arxiv,DPO,316,25.867088607594937,3.2246835443037973,0.2208205282499839,0.16977928692699493,0.09053270168354491,0.0,0.1654035604857114,0.0033286846251857106,0.5807431273139937,0.34511860626337526,0.4060413578647517,0.16836434043269635,0.49245608069140084,0.28382792634257714,0.5189873417721519,0.3069620253164557,0.5316455696202531,0.8847551007361133,0.7496738716523343,0.9165220240378469
arxiv,FeatLLM,304,24.30592105263158,3.2302631578947367,0.13232326573819841,0.0,0.04175129889917549,0.0,0.046042516488905866,0.0,0.4937139572775187,0.25559105431309903,0.37925861935364424,0.11892904395914787,0.3483852969455183,0.15238785065187663,0.3815789473684211,0.24671052631578946,0.3782894736842105,0.853775797484679,0.736140056945978,0.8594913766788767
arxiv,GRPO,398,23.746231155778894,2.8894472361809047,0.1817273339453456,0.0,0.050154591823232716,0.0,0.12744069723553536,0.002578090356910829,0.48107440957320824,0.30188679245283023,0.22916224761142082,0.1338450440702419,0.40895774472793317,0.23111389371037916,0.49748743718592964,0.3316582914572864,0.5326633165829145,0.905271396665869,0.8181710004241105,0.9077361011406236
arxiv,GSPO,162,27.808641975308642,3.388888888888889,0.3415574255347568,0.3091190108191654,0.08130890747378203,0.0,0.18397148686343118,0.011048030477109404,0.8333588891841399,0.35068031982045167,0.45795304848335455,0.15556456227350754,0.7229375663021761,0.23713090547587673,0.6111111111111112,0.41975308641975306,0.5432098765432098,0.8834255679163087,0.8779790216609388,0.8834065547028509
arxiv,LongRoPE,387,22.506459948320412,2.8294573643410854,0.36350748764767765,0.1676727028839705,0.07119882038944636,0.0,0.2279578854012077,0.0028507002745224367,0.9560120735102077,0.6339278167525991,0.44221325437797965,0.2752739245425595,0.8053603008495852,0.47917805441247063,0.5555555555555556,0.32299741602067183,0.5297157622739018,0.9231107214634345,0.8200833404321776,0.9011386940650508
arxiv,OFT,374,25.754010695187166,2.946524064171123,0.25856193637631186,0.17176228100309174,0.0773487034889053,0.0,0.1816005459566337,0.00711316419122603,0.7367696281080882,0.341184408255896,0.4549272390626687,0.14996177030925917,0.6189643768100195,0.21266245673774065,0.606951871657754,0.33689839572192515,0.5828877005347594,0.9182241769238674,0.8082271478210632,0.9340911212970037
arxiv,QLoRA,406,22.51231527093596,2.876847290640394,0.1529500871903568,0.0,0.048819599138592434,0.0,0.10782375764207433,0.004733022528018082,0.47214222473547535,0.21960857092042282,0.3297733160066648,0.13492848790141226,0.4246211916939702,0.17852999134335454,0.4827586206896552,0.31527093596059114,0.5763546798029556,0.8883267047675915,0.7571693201836638,0.9183084362271555
arxiv,fa3,278,22.39568345323741,2.661870503597122,0.19201720474154482,0.0,0.08060199355597394,0.0,0.1257838401846361,0.0,0.9026968746124512,0.3565041778435544,0.463798165946398,0.22088767265496484,0.8113209729028068,0.2992219605374691,0.4748201438848921,0.2949640287769784,0.49640287769784175,0.8569198341240843,0.7768789590952753,0.89731833413375
arxiv,xLSTM,263,22.673003802281368,2.9847908745247147,0.23869877482044782,0.18518518518518517,0.05814328194007181,0.0,0.12961782884023676,0.0034316736615614797,0.44461652547690317,0.22814382186530388,0.25539630205016617,0.07423904974016333,0.36347055529752376,0.16767415706160754,0.5817490494296578,0.3269961977186312,0.5285171102661597,0.8906676415163284,0.7830724998035102,0.8943641208067511
legal,America_First_Legal_Foundation_v_Jamieson_Greer,78,31.28205128205128,4.243589743589744,0.9973936720103671,0.5678591709256104,0.1673174278128947,0.05774672287347693,0.6472875903563751,0.3236455752874684,1.8066009307157276,0.7081625046589638,1.0370895665076654,0.44046132041997144,1.5684338935129827,0.5294607823577876,0.9615384615384616,0.5384615384615384,0.7307692307692307,0.971082621082621,0.8448463573463574,0.9472781847781848
legal,Apex_Bank_v_Cc_Serve_Corp,74,34.527027027027025,5.027027027027027,0.9284093253558902,0.5089058524173028,0.3287380512972374,0.0,0.6822937340042554,0.42319189169394955,1.356332128735741,0.8762512235940509,0.6964059218669644,0.48787569403292325,1.240699445179304,0.7464796708735955,0.972972972972973,0.47297297297297297,0.8513513513513513,0.9647951522951522,0.8301134676134676,0.9775311025311024
legal,Bruce_Cohen_v_Consilio_LLC,81,31.333333333333332,4.814814814814815,0.8588298443370906,0.5115089514066495,0.47829687995897757,0.0517250297418921,0.6043096568511979,0.39338431738026736,0.8771962102248233,0.5989328106283349,0.7047224204998054,0.35778175313059035,0.7539674073187951,0.5344082885600563,0.9629629629629629,0.6419753086419753,0.8518518518518519,0.9424843674843676,0.8403037616487908,0.9372721928277483
legal,Finesse_Wireless_LLC_v_Att_Mobility_LLC,103,34.029126213592235,4.932038834951456,0.7977300952743558,0.31123560535325245,0.16971900209860732,0.059662311317940454,0.4566491314696122,0.2947301923081077,1.2093968085625748,0.7785130400934215,0.5724543896836002,0.44549382991045566,0.9561415774542443,0.6863910273104846,0.970873786407767,0.5242718446601942,0.7669902912621359,0.9939320388349514,0.8858460983460983,0.9394590846047157
legal,Foad_Farahi_v_FBI,98,35.12244897959184,4.6938775510204085,0.8757904570278816,0.44014084507042256,0.35833833743241406,0.029963444597590937,0.577759711232583,0.2535770824091068,1.2078818725738607,0.7124846378776963,0.8180270874769356,0.4827937085268297,0.9985504861609281,0.58885727474421,0.9183673469387755,0.5,0.7551020408163265,0.9595922784698294,0.813392459968722,0.9384414480077745
legal,Jimenez_v_Bondi,164,36.59146341463415,5.323170731707317,0.47346563315882745,0.27731558513588467,0.17288613453201052,0.0,0.358632391353177,0.14503006209257618,0.7644826805330688,0.5072248614410135,0.4265956847387542,0.2758623168480888,0.6793617256113631,0.4605628014134213,0.9451219512195121,0.3902439024390244,0.9634146341463414,0.9498213367579752,0.7374342414590039,0.9674598775208532
legal,Pacito_v_Trump,67,39.32835820895522,5.686567164179104,0.48493992133196834,0.40112314480545525,0.06937209180196927,0.0,0.3179659698751356,0.2689006948289023,1.264214513682847,0.7807823439085965,0.5758581366179999,0.402275969609502,1.140116959456396,0.7154369282494233,0.9701492537313433,0.44776119402985076,0.9701492537313433,0.94202526329392,0.7657168701944822,0.968992698843445
legal,Santos_v_Kimmel,61,38.459016393442624,5.868852459016393,0.6024857395512453,0.5927682276229994,0.15101029811786254,0.0,0.4469434360675776,0.5125238842784845,1.045844207026051,0.8549444286121403,0.6277841036983707,0.4844168341396037,0.9337162044052082,0.773188437562933,0.9180327868852459,0.45901639344262296,0.9344262295081968,0.9421285454072339,0.858541481287383,0.9706999739786626
legal,United_States_v_Constantinescu,67,29.65671641791045,4.223880597014926,0.9251985685607053,0.5847953216374269,0.3596712251227403,0.0,0.544585318586815,0.16065158869359358,1.1911760233577549,1.0235076597992605,0.7793723158600324,0.5102542664633847,0.9336315229198588,0.7985975173069922,0.8507462686567164,0.4626865671641791,0.7313432835820896,0.9111867134913667,0.7733757682177348,0.9199004975124379
legal,United_States_v_Jaison_Coleman,75,29.386666666666667,4.826666666666667,0.3046862063255506,0.49677098857426727,0.037001287001287,0.0,0.12290288489489817,0.0,1.235038255247566,0.6186523689230293,0.44127267277294957,0.19606938549547887,0.9714387483820529,0.4851949164160234,0.5733333333333334,0.17333333333333334,0.4666666666666667,0.9075820105820105,0.7471904761904762,0.9289312169312169
legal,United_States_v_Justin_Cutbank,82,36.74390243902439,5.658536585365853,1.0097488850689393,0.49285362247412523,0.41447199203766455,0.05731315910132966,0.6650911582634152,0.16499078128839434,1.090140951975316,0.8442456575236658,0.5030550217947789,0.34737036720994396,0.8789794487048073,0.5416448838563523,0.975609756097561,0.5609756097560976,0.7439024390243902,0.9666420300566642,0.8324257210576705,0.9418408826945411
legal,Williams_v_GoAuto_Insurance,83,28.97590361445783,4.349397590361446,0.7767375853389321,0.4847309743092584,0.25643571499491774,0.0,0.506809721743464,0.31554526230849805,1.623144969227713,1.234567901234568,0.8586190171816835,0.6472565406976744,1.4367604677503418,1.091609948042751,0.927710843373494,0.4819277108433735,0.7831325301204819,0.9809236947791166,0.8261761331038439,0.9564926372155288
medical,Acute_neurological_Behets_disease_complicated_by_a_syndrome,149,24.677852348993287,3.0805369127516777,0.5490440097991283,0.38955979742890534,0.17204820714298277,0.0,0.230144843836065,0.05966854329418251,0.9710138947578696,0.5585173902005586,0.4620558669539111,0.10556689422197199,0.7017551041685094,0.38386238119770827,0.9731543624161074,0.348993288590604,0.7046979865771812,0.9476048094336685,0.6171876594695386,0.9297272079151273
medical,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,99,26.464646464646464,3.5454545454545454,0.6046059151369683,0.45004500450045004,0.1583230423355815,0.0,0.24229340535765218,0.01765413368256753,1.2172401975508895,0.9793253536452665,0.5360757940073407,0.1660700446543898,0.796189115527664,0.4381247561838891,0.9494949494949495,0.26262626262626265,0.6363636363636364,0.9739057239057239,0.5602184522416251,0.9201241898657229
