domain_group,bucket,count,avg_target_chars,median_target_chars,avg_target_words,median_target_words,avg_source_target_occ_per_1k,median_source_target_occ_per_1k,avg_expl_target_occ_per_1k,median_expl_target_occ_per_1k,avg_para9_target_occ_per_1k,median_para9_target_occ_per_1k,avg_source_minus_expl_occ_per_1k,median_source_minus_expl_occ_per_1k,avg_source_minus_para9_occ_per_1k,median_source_minus_para9_occ_per_1k,avg_para9_minus_expl_occ_per_1k,median_para9_minus_expl_occ_per_1k
arxiv,source > explanations,1061,26.876531573986806,24.0,3.546654099905749,3.0,0.2382293271216556,0.11918951132300358,0.05912709346000856,0.0,0.12404719668888547,0.0,0.17910223366164701,0.1152073732718894,0.11418213043277012,0.05579089107550039,0.06492010322887691,0.0
arxiv,explanations >= source,2721,23.86806321205439,21.0,2.9331128261668504,3.0,0.2351113180104375,0.1152073732718894,0.0737444898087876,0.0,0.1592851157155863,0.0,0.1613668282016499,0.0,0.07582620229485124,0.0,0.08554062590679869,0.0
legal,source > explanations,424,42.22877358490566,34.0,6.363207547169812,5.0,0.525085086004958,0.49285362247412523,0.07845437338106614,0.0,0.25073258879995003,0.07578603481007119,0.4466307126238918,0.44368704331275705,0.27435249720500793,0.27731558513588467,0.17227821541888388,0.05371581800348549
legal,explanations >= source,609,32.745484400656814,27.0,4.753694581280788,4.0,0.8869357189521926,0.5089058524173028,0.3593762321614924,0.0495687518588282,0.6403977219321045,0.29030990245801935,0.5275594867907002,0.44014084507042256,0.2465379970200881,0.20801831753028344,0.28102148977061214,0.12365522299480944
medical,source > explanations,944,33.55402542372882,28.0,4.387711864406779,3.0,0.4883301710094126,0.40338846308995563,0.08154183546882662,0.0,0.1532636649381034,0.0,0.406788335540586,0.40290088638195004,0.3350665060713092,0.38943901240018786,0.07172182946927676,0.0
medical,explanations >= source,676,25.46005917159763,22.0,3.334319526627219,3.0,0.5809979201705435,0.423728813559322,0.18006268752948992,0.0,0.30407845741910294,0.15048855014718573,0.40093523264105363,0.3996802557953637,0.2769194627514406,0.3144783353963514,0.124015769889613,0.04023594128673535
