domain_group,count,avg_prior_knowledge_target_freq_per_1k,coverage_prior_knowledge_target_present,avg_prior_knowledge_target_bigram_freq_per_1k,coverage_prior_knowledge_target_bigram_coverage,avg_cited_works_target_freq_per_1k,coverage_cited_works_target_present,avg_cited_works_target_bigram_freq_per_1k,coverage_cited_works_target_bigram_coverage
arxiv,235,1.0752215945364723,0.1702127659574468,0.10140027084657319,0.42596803905314545,1.1235488371704632,0.2425531914893617,0.052935348292813385,0.5383213594915722
legal,95,0.21149437843464539,0.3157894736842105,0.2856691521499446,0.5686967418546366,0.1320776078013341,0.28421052631578947,0.1975496476195225,0.5381203007518798
ALL,330,0.8265728505071585,0.21212121212121213,0.15444737303996797,0.4670566050111505,0.8381253014429867,0.2545454545454545,0.09456673749292661,0.5382634789452971
