domain_group,bucket,count,avg_target_chars,median_target_chars,avg_target_words,median_target_words,avg_source_target_occ_per_1k,median_source_target_occ_per_1k,avg_expl_target_occ_per_1k,median_expl_target_occ_per_1k,avg_para9_target_occ_per_1k,median_para9_target_occ_per_1k,avg_source_minus_expl_occ_per_1k,median_source_minus_expl_occ_per_1k,avg_source_minus_para9_occ_per_1k,median_source_minus_para9_occ_per_1k,avg_para9_minus_expl_occ_per_1k,median_para9_minus_expl_occ_per_1k
arxiv,source > explanations,35,18.714285714285715,19.0,2.5428571428571427,3.0,6.26033181730659,0.1676727028839705,6.73341611133648,0.01576739932515531,6.618799730917641,0.0,-0.4730842940298888,0.10240648232192946,-0.35846791361105096,0.10347069733324875,-0.1146163804188379,0.0
arxiv,explanations >= source,200,21.485,21.0,2.755,3.0,0.7614412845087974,0.1152073732718894,0.576620558396268,0.020606660291292885,0.6297488031713301,0.0,0.18482072611252942,0.0,0.1316924813374674,0.0,0.05312824477506203,0.0
legal,source > explanations,11,26.09090909090909,23.0,3.5454545454545454,3.0,0.39701997774938924,0.27731558513588467,0.13956321138621514,0.0,0.27722212710848176,0.0,0.2574567663631741,0.12860932955940008,0.11979785064090746,0.01709688096663825,0.13765891572226663,0.0
legal,explanations >= source,84,25.428571428571427,25.0,3.392857142857143,3.0,0.47296006005521224,0.0,0.5005524549833519,0.0,0.4029734474532491,0.0,-0.027592394928139703,0.0,0.06998661260196311,0.0,-0.0975790075301028,0.0
medical,source > explanations,27,22.666666666666668,21.0,2.7037037037037037,2.0,1.682645385053137,0.40338846308995563,1.000884723555279,0.05914010290377905,1.2947086307199402,0.18153195782538797,0.6817606614978582,0.3996802557953637,0.3879367543331969,0.3126864266276468,0.29382390716466134,0.0
medical,explanations >= source,73,24.561643835616437,24.0,2.9315068493150687,3.0,0.8988538170213688,0.3610108303249097,0.5266611872785129,0.0,0.6589278769782286,0.0,0.372192629742856,0.0,0.23992594004314016,0.0,0.13226668969971586,0.0
