domain_group,count,avg_target_chars,avg_target_words,avg_source_target_freq_per_1k,median_source_target_freq_per_1k,avg_expl_target_freq_per_1k,median_expl_target_freq_per_1k,avg_para49_target_freq_per_1k_avg,median_para49_target_freq_per_1k_avg,avg_source_target_bigram_freq_per_1k,median_source_target_bigram_freq_per_1k,avg_expl_target_bigram_freq_per_1k,median_expl_target_bigram_freq_per_1k,avg_para49_target_bigram_freq_per_1k_avg,median_para49_target_bigram_freq_per_1k_avg,coverage_source_target_present,coverage_expl_target_present,coverage_para49_target_present,coverage_source_target_bigram_coverage,coverage_expl_target_bigram_coverage,coverage_para49_target_bigram_coverage
arxiv,3782,23.997355896351138,2.9859862506610257,0.23705587930553843,0.1152073732718894,0.07056312643789941,0.0,0.14916916445033374,0.0033338550845132837,0.6721761232132186,0.332171921152571,0.3752957956229464,0.15582973423104174,0.5671716425964233,0.23908018091947905,0.5327868852459017,0.3157059756742464,0.5274986779481756,0.8962198547799322,0.7874806284253588,0.9071842172601947
legal,1033,33.95062923523717,4.978702807357212,0.7386807791801776,0.49677098857426727,0.24498979421662123,0.0,0.4871957010354707,0.22638006949868136,1.1865439688420543,0.7558578987150417,0.6517979678474302,0.37822235493182044,1.0097386178950423,0.6235713760945836,0.9177153920619555,0.46853823814133594,0.8054211035818006,0.9545510838705616,0.8089505256501517,0.9502393419745792
medical,1620,27.799382716049383,3.588888888888889,0.5295102899060438,0.40338846308995563,0.12369848215980547,0.0,0.22356268743880742,0.04156606564898022,0.9681345994179732,0.5597546987772958,0.44292523662614836,0.12497274753266513,0.7375809547038586,0.384554580937433,0.9518518518518518,0.27283950617283953,0.6376543209876543,0.9665203395442187,0.5976296453072338,0.9104311504777334
ALL,6435,26.552292152292154,3.4576534576534574,0.39120578866735983,0.27731558513588467,0.11194028635785395,0.0,0.2221604495371673,0.016694934594605505,0.829253779155144,0.45219881674642953,0.4367078295519408,0.1731952840191444,0.681116439969775,0.33380890492737647,0.7000777000777001,0.32944832944832947,0.5998445998445998,0.9232816954899189,0.7431325027348924,0.9149131956039976
