domain_group,count,avg_target_chars,avg_target_words,avg_source_target_freq_per_1k,median_source_target_freq_per_1k,avg_expl_target_freq_per_1k,median_expl_target_freq_per_1k,avg_para49_target_freq_per_1k_avg,median_para49_target_freq_per_1k_avg,avg_source_target_bigram_freq_per_1k,median_source_target_bigram_freq_per_1k,avg_expl_target_bigram_freq_per_1k,median_expl_target_bigram_freq_per_1k,avg_para49_target_bigram_freq_per_1k_avg,median_para49_target_bigram_freq_per_1k_avg,coverage_source_target_present,coverage_expl_target_present,coverage_para49_target_present,coverage_source_target_bigram_coverage,coverage_expl_target_bigram_coverage,coverage_para49_target_bigram_coverage
arxiv,235,21.072340425531916,2.723404255319149,1.580424980882937,0.11918951132300358,1.4935901088341719,0.020604537119073618,1.5110724439613827,0.009343267068132027,0.5392813401853433,0.1825150574922431,0.5374054143498086,0.16728129871117364,0.45563894484269485,0.13621768415751379,0.5319148936170213,0.5531914893617021,0.5872340425531914,0.710276779957631,0.7772170028553007,0.782374044395321
legal,95,25.50526315789474,3.4105263157894736,0.4641669978934853,0.0,0.4587537004615782,0.0,0.3814294403793742,0.0,0.6876867160531064,0.3708098487095818,0.5696608841355676,0.34457509583494855,0.602166091763922,0.3090713995668223,0.3684210526315789,0.4631578947368421,0.47368421052631576,0.6294820384294069,0.7719047619047619,0.7469924812030074
medical,100,24.05,2.87,1.1104775403899463,0.3996802557953637,0.6547015420732396,0.0,0.862258582464218,0.03398107189677625,1.1021065606401785,0.660743625811462,0.8962802576290307,0.4475320571521493,0.959130262735717,0.48333487105178763,0.6,0.47,0.58,0.7808174603174604,0.760892857142857,0.8076388888888889
ALL,430,22.74418604651163,2.9093023255813955,1.224519742665967,0.1152073732718894,1.0698730961097775,0.016783029001074114,1.1106132079381101,0.010320200807051734,0.7029581605409736,0.32492752501953553,0.6279908886697373,0.2497071870570517,0.6051022256492502,0.2292736265184411,0.5116279069767442,0.513953488372093,0.5604651162790698,0.7088315883083325,0.7722470552703111,0.7804327326420349
