step,corpus_perplexity,corpus_loss
1,6.847341060638428,1.9238604190820865
2,6.847816467285156,1.9239298486236351
3,6.844422817230225,1.9234341046817445
4,6.836288928985596,1.9222450446445598
5,6.8244805335998535,1.9205162102816202
6,6.810399055480957,1.9184507443276673
7,6.784154891967773,1.914589732798629
8,6.759825229644775,1.9109969901003132
9,6.730003833770752,1.9065756677522667
10,6.701845645904541,1.9023829525633096
11,6.661077976226807,1.8962813598452624
12,6.635076522827148,1.8923702329835308
13,6.6036376953125,1.8876206418327695
14,6.579274654388428,1.8839245378486291
15,6.55107307434082,1.8796289310234
16,6.52846097946167,1.876171242887427
17,6.503085136413574,1.872276698979911
18,6.481093406677246,1.8688891789208828
19,6.458008766174316,1.8653210120613508
20,6.436465263366699,1.861979503994886
21,6.409981727600098,1.8578564168161336
22,6.388118267059326,1.8544397829682175
23,6.365110874176025,1.8508316104816471
24,6.3462653160095215,1.8478665717385898
25,6.323428630828857,1.844261494103443
26,6.3063859939575195,1.8415627015650198
27,6.287147045135498,1.8385073750439478
28,6.269562721252441,1.835706545642824
29,6.253298759460449,1.8331090838826776
30,6.238725662231445,1.8307759254763851
31,6.221807956695557,1.8280605094556124
32,6.2112135887146,1.8263562726366032
33,6.198355674743652,1.8242840838693841
34,6.183720111846924,1.8219200827525486
35,6.170671463012695,1.8198076055775951
36,6.160900115966797,1.8182228576353294
37,6.147343158721924,1.8160200702299885
38,6.13764762878418,1.8144415071335989
39,6.126910209655762,1.812690578950945
40,6.117188453674316,1.8111026411972404
41,6.102700233459473,1.8087313212029001
42,6.09317684173584,1.8071696106626618
43,6.081749439239502,1.805292399247523
44,6.072875022888184,1.8038321898887517
45,6.063190937042236,1.8022361446980104
46,6.054501056671143,1.8008019515413214
47,6.045387268066406,1.7992955747891448
48,6.040194034576416,1.7984361225086827
49,6.031184673309326,1.7969434457691327
50,6.026148796081543,1.7961081671684538
51,6.0200605392456055,1.795097349339586
52,6.015419960021973,1.7943261322864141
53,6.010056972503662,1.79343422861048
54,6.005927562713623,1.7927468643509783
55,6.001950263977051,1.7920844059908143
56,5.999759197235107,1.791719330721725
57,5.993955135345459,1.7907514644553346
58,5.991270542144775,1.7903034529635447
59,5.989396572113037,1.7899906679183972
60,5.986748695373535,1.7895485271260718
61,5.982058525085449,1.7887646622572735
62,5.979417324066162,1.7883231240318351
63,5.976922512054443,1.7879057561948257
64,5.9729132652282715,1.7872347746150865
65,5.970279216766357,1.7867937008842285
66,5.971041679382324,1.786921336369571
67,5.9673662185668945,1.786305647978595
68,5.96674108505249,1.7862008496030357
69,5.964155197143555,1.785767471707585
70,5.962953090667725,1.7855658708210445
71,5.962838649749756,1.78554666564052
72,5.961825370788574,1.785376685825304
73,5.962085247039795,1.7854203116795027
74,5.9607319831848145,1.7851933352529679
75,5.959222316741943,1.784939977991235
76,5.958961009979248,1.784896176632247
77,5.958648681640625,1.7848437129228063
78,5.959083080291748,1.7849166535253036
79,5.959813594818115,1.7850391398071486
80,5.959751129150391,1.785028728484467
81,5.956841468811035,1.7845404503923878
82,5.958378314971924,1.7847983779617944
83,5.957681179046631,1.7846812876416056
84,5.956561088562012,1.7844933229910331
85,5.9570112228393555,1.7845689402961986
86,5.957808971405029,1.7847027785875362
87,5.957395553588867,1.784633354716902
88,5.957866668701172,1.784712440157531
89,5.957183361053467,1.7845978014914459
90,5.957279682159424,1.784613957721594
91,5.957048416137695,1.7845751403890504
92,5.955728530883789,1.7843535349632536
93,5.957701683044434,1.7846847945839137
94,5.9583940505981445,1.784800975467365
95,5.955780029296875,1.7843622120847702
96,5.95750617980957,1.784651972599754
97,5.958393573760986,1.7848008339124495
98,5.956508636474609,1.7844844770319435
99,5.956811904907227,1.7845354445896329
